value,metric,gen,run,enemy_group,enemy
3.018895115391467,mean,3,6,,0.0
21.69339128069049,max,4,6,,0.0
2.3142026125982254,mean,4,6,,0.0
24.242005572981245,max,5,6,,0.0
4.660198415049598,mean,5,6,,0.0
24.242005572981245,max,6,6,,0.0
4.494503536147005,mean,6,6,,0.0
35.46606417047228,max,7,6,,0.0
7.061107742599206,mean,7,6,,0.0
35.46606417047228,max,8,6,,0.0
5.626286919657211,mean,8,6,,0.0
35.46606417047228,max,9,6,,0.0
6.9465020267199735,mean,9,6,,0.0
35.46606417047228,max,10,6,,0.0
10.484731655974569,mean,10,6,,0.0
35.46606417047228,max,11,6,,0.0
8.831289674395949,mean,11,6,,0.0
35.46606417047228,max,12,6,,0.0
8.820251577147683,mean,12,6,,0.0
35.46606417047228,max,13,6,,0.0
12.150443347159198,mean,13,6,,0.0
35.46606417047228,max,14,6,,0.0
8.583028568806043,mean,14,6,,0.0
35.46606417047228,max,15,6,,0.0
10.513271585630731,mean,15,6,,0.0
35.46606417047228,max,16,6,,0.0
11.27308658551861,mean,16,6,,0.0
35.46606417047228,max,17,6,,0.0
12.849541876642158,mean,17,6,,0.0
35.46606417047228,max,18,6,,0.0
13.082861414438662,mean,18,6,,0.0
35.46606417047228,max,19,6,,0.0
12.84574080836651,mean,19,6,,0.0
24.243921961853353,max,0,7,,0.0
-3.9946418068251757,mean,0,7,,0.0
24.449291955250445,max,1,7,,0.0
-0.30842942675946977,mean,1,7,,0.0
24.449291955250445,max,2,7,,0.0
2.8081503781184964,mean,2,7,,0.0
24.449291955250445,max,3,7,,0.0
2.88847290904524,mean,3,7,,0.0
25.68096080757416,max,4,7,,0.0
5.0647304336514365,mean,4,7,,0.0
25.68096080757416,max,5,7,,0.0
4.684167691755089,mean,5,7,,0.0
25.68096080757416,max,6,7,,0.0
4.390316841263839,mean,6,7,,0.0
25.68096080757416,max,7,7,,0.0
6.258869866096474,mean,7,7,,0.0
28.395307154151446,max,8,7,,0.0
8.679780055588537,mean,8,7,,0.0
28.395307154151446,max,9,7,,0.0
6.422450864967624,mean,9,7,,0.0
29.73318140240691,max,10,7,,0.0
9.653769901612536,mean,10,7,,0.0
29.73318140240691,max,11,7,,0.0
8.498145892167479,mean,11,7,,0.0
29.73318140240691,max,12,7,,0.0
10.151598215424324,mean,12,7,,0.0
29.73318140240691,max,13,7,,0.0
7.420934112290048,mean,13,7,,0.0
29.73318140240691,max,14,7,,0.0
7.486504114688165,mean,14,7,,0.0
29.73318140240691,max,15,7,,0.0
9.195324227182274,mean,15,7,,0.0
31.49244073058931,max,16,7,,0.0
11.553719182915879,mean,16,7,,0.0
31.49244073058931,max,17,7,,0.0
9.889990757300358,mean,17,7,,0.0
31.49244073058931,max,18,7,,0.0
14.751642548207874,mean,18,7,,0.0
35.474154613747125,max,19,7,,0.0
13.33461630837915,mean,19,7,,0.0
21.03025769616795,max,0,8,,0.0
-2.1565569511306553,mean,0,8,,0.0
21.61339667476937,max,1,8,,0.0
-0.9810647145972398,mean,1,8,,0.0
21.61339667476937,max,2,8,,0.0
3.316548342164796,mean,2,8,,0.0
21.61339667476937,max,3,8,,0.0
4.053432430723724,mean,3,8,,0.0
21.61339667476937,max,4,8,,0.0
4.1368738844575486,mean,4,8,,0.0
26.981395415971424,max,5,8,,0.0
8.237637302630846,mean,5,8,,0.0
26.981395415971424,max,6,8,,0.0
9.210968670667611,mean,6,8,,0.0
28.289513621196484,max,7,8,,0.0
10.43486824073032,mean,7,8,,0.0
34.652052729774496,max,8,8,,0.0
8.789869069544887,mean,8,8,,0.0
34.652052729774496,max,9,8,,0.0
11.07415411751761,mean,9,8,,0.0
34.652052729774496,max,10,8,,0.0
10.984433977801043,mean,10,8,,0.0
34.652052729774496,max,11,8,,0.0
10.266912152018666,mean,11,8,,0.0
34.652052729774496,max,12,8,,0.0
7.486210330605006,mean,12,8,,0.0
34.652052729774496,max,13,8,,0.0
10.648227575705759,mean,13,8,,0.0
34.652052729774496,max,14,8,,0.0
9.602192773546665,mean,14,8,,0.0
34.652052729774496,max,15,8,,0.0
8.08835308383474,mean,15,8,,0.0
34.652052729774496,max,16,8,,0.0
10.131938897483726,mean,16,8,,0.0
34.652052729774496,max,17,8,,0.0
9.684516618629404,mean,17,8,,0.0
34.652052729774496,max,18,8,,0.0
8.330528921515914,mean,18,8,,0.0
34.652052729774496,max,19,8,,0.0
8.987639106921401,mean,19,8,,0.0
12.233315003455346,max,0,9,,0.0
-2.9376635528615975,mean,0,9,,0.0
26.956229052808954,max,1,9,,0.0
-0.4939401325321397,mean,1,9,,0.0
26.956229052808954,max,2,9,,0.0
3.2832022328032138,mean,2,9,,0.0
26.956229052808954,max,3,9,,0.0
3.7025738670762514,mean,3,9,,0.0
29.36931677275063,max,4,9,,0.0
6.029352846475669,mean,4,9,,0.0
29.36931677275063,max,5,9,,0.0
6.157314392061823,mean,5,9,,0.0
29.36931677275063,max,6,9,,0.0
5.6497791602382845,mean,6,9,,0.0
29.36931677275063,max,7,9,,0.0
5.902326284286747,mean,7,9,,0.0
29.36931677275063,max,8,9,,0.0
8.821294414859619,mean,8,9,,0.0
29.36931677275063,max,9,9,,0.0
6.9884397719956475,mean,9,9,,0.0
29.36931677275063,max,10,9,,0.0
10.635937624183645,mean,10,9,,0.0
34.1729121017329,max,11,9,,0.0
8.410992621137797,mean,11,9,,0.0
34.1729121017329,max,12,9,,0.0
10.067355217272178,mean,12,9,,0.0
34.1729121017329,max,13,9,,0.0
9.78279185691695,mean,13,9,,0.0
34.1729121017329,max,14,9,,0.0
7.480360706662787,mean,14,9,,0.0
34.1729121017329,max,15,9,,0.0
9.493570703663716,mean,15,9,,0.0
34.1729121017329,max,16,9,,0.0
8.494502618903036,mean,16,9,,0.0
34.1729121017329,max,17,9,,0.0
8.642106530767409,mean,17,9,,0.0
34.1729121017329,max,18,9,,0.0
5.764991526376025,mean,18,9,,0.0
34.1729121017329,max,19,9,,0.0
8.779033475894547,mean,19,9,,0.0
14.794368690452803,max,0,0,,1.0
-4.186291012485096,mean,0,0,,1.0
38.48780565290883,max,1,0,,1.0
-1.2376738571358186,mean,1,0,,1.0
38.48780565290883,max,2,0,,1.0
-1.0716298404685018,mean,2,0,,1.0
38.48780565290883,max,3,0,,1.0
0.42000485376471075,mean,3,0,,1.0
38.48780565290883,max,4,0,,1.0
0.4741514546982692,mean,4,0,,1.0
38.48780565290883,max,5,0,,1.0
0.3504003924508319,mean,5,0,,1.0
38.48780565290883,max,6,0,,1.0
2.090764862708749,mean,6,0,,1.0
38.48780565290883,max,7,0,,1.0
3.3150025622738495,mean,7,0,,1.0
38.48780565290883,max,8,0,,1.0
4.776368122009513,mean,8,0,,1.0
38.48780565290883,max,9,0,,1.0
2.9646827394531967,mean,9,0,,1.0
38.48780565290883,max,10,0,,1.0
5.011159637613521,mean,10,0,,1.0
38.48780565290883,max,11,0,,1.0
5.349347538357718,mean,11,0,,1.0
38.48780565290883,max,12,0,,1.0
6.136387727103603,mean,12,0,,1.0
38.48780565290883,max,13,0,,1.0
4.510209066700551,mean,13,0,,1.0
38.48780565290883,max,14,0,,1.0
6.888733994271072,mean,14,0,,1.0
38.48780565290883,max,15,0,,1.0
6.132888627634212,mean,15,0,,1.0
38.48780565290883,max,16,0,,1.0
6.677955780514035,mean,16,0,,1.0
38.48780565290883,max,17,0,,1.0
3.2303986038494803,mean,17,0,,1.0
38.48780565290883,max,18,0,,1.0
3.337064721932422,mean,18,0,,1.0
38.48780565290883,max,19,0,,1.0
4.083103287991097,mean,19,0,,1.0
6.830108666472384,max,0,1,,1.0
-4.794994193972663,mean,0,1,,1.0
7.765970178028615,max,1,1,,1.0
-4.239611310942112,mean,1,1,,1.0
12.193362280777528,max,2,1,,1.0
-3.197333668671651,mean,2,1,,1.0
28.428672627729895,max,3,1,,1.0
-0.7153143618980908,mean,3,1,,1.0
28.428672627729895,max,4,1,,1.0
-1.3357490880971994,mean,4,1,,1.0
28.428672627729895,max,5,1,,1.0
-2.101320841544438,mean,5,1,,1.0
28.428672627729895,max,6,1,,1.0
-1.0983235701340408,mean,6,1,,1.0
28.428672627729895,max,7,1,,1.0
1.2149428779290274,mean,7,1,,1.0
28.69140112556179,max,8,1,,1.0
1.6711546260478642,mean,8,1,,1.0
32.385356267031426,max,9,1,,1.0
3.625686373812298,mean,9,1,,1.0
32.385356267031426,max,10,1,,1.0
1.824724643301988,mean,10,1,,1.0
32.385356267031426,max,11,1,,1.0
5.406014140660549,mean,11,1,,1.0
32.385356267031426,max,12,1,,1.0
3.941970966682933,mean,12,1,,1.0
46.76387104192797,max,13,1,,1.0
4.025788635080361,mean,13,1,,1.0
46.76387104192797,max,14,1,,1.0
2.64345515531859,mean,14,1,,1.0
46.76387104192797,max,15,1,,1.0
4.3230006720332055,mean,15,1,,1.0
46.76387104192797,max,16,1,,1.0
4.217700317479822,mean,16,1,,1.0
46.76387104192797,max,17,1,,1.0
4.719846855890751,mean,17,1,,1.0
46.76387104192797,max,18,1,,1.0
5.427239623735033,mean,18,1,,1.0
46.76387104192797,max,19,1,,1.0
6.789900009831339,mean,19,1,,1.0
9.639502131980429,max,0,2,,1.0
-4.156748603854801,mean,0,2,,1.0
20.944538786518663,max,1,2,,1.0
-2.9304178823877747,mean,1,2,,1.0
20.944538786518663,max,2,2,,1.0
-0.8084913444654643,mean,2,2,,1.0
28.565684019305255,max,3,2,,1.0
0.5792620126596346,mean,3,2,,1.0
28.565684019305255,max,4,2,,1.0
-0.08112011928092137,mean,4,2,,1.0
28.565684019305255,max,5,2,,1.0
0.9709212462595823,mean,5,2,,1.0
28.565684019305255,max,6,2,,1.0
0.46690699268187186,mean,6,2,,1.0
28.565684019305255,max,7,2,,1.0
1.7794380567903232,mean,7,2,,1.0
28.565684019305255,max,8,2,,1.0
2.0042961034501854,mean,8,2,,1.0
28.565684019305255,max,9,2,,1.0
1.650910069858317,mean,9,2,,1.0
28.70162490429784,max,10,2,,1.0
3.78277277997836,mean,10,2,,1.0
28.70162490429784,max,11,2,,1.0
3.040160836526942,mean,11,2,,1.0
28.70162490429784,max,12,2,,1.0
4.805334662578772,mean,12,2,,1.0
30.206160622515206,max,13,2,,1.0
4.835779380050156,mean,13,2,,1.0
30.206160622515206,max,14,2,,1.0
3.1076092145822707,mean,14,2,,1.0
30.206160622515206,max,15,2,,1.0
7.497802789429892,mean,15,2,,1.0
30.206160622515206,max,16,2,,1.0
7.345120085102667,mean,16,2,,1.0
30.206160622515206,max,17,2,,1.0
7.209013885290209,mean,17,2,,1.0
33.857744287930615,max,18,2,,1.0
7.457116591866864,mean,18,2,,1.0
37.31824594727199,max,19,2,,1.0
6.9003787691223755,mean,19,2,,1.0
3.490444868935054,max,0,3,,1.0
-5.27293757954653,mean,0,3,,1.0
20.71426630499092,max,1,3,,1.0
-3.4911463480634324,mean,1,3,,1.0
20.71426630499092,max,2,3,,1.0
-1.9852538123066341,mean,2,3,,1.0
22.758741202990706,max,3,3,,1.0
-0.5375159510451,mean,3,3,,1.0
22.758741202990706,max,4,3,,1.0
0.5771461582724082,mean,4,3,,1.0
22.758741202990706,max,5,3,,1.0
1.470376235784262,mean,5,3,,1.0
31.776151530077062,max,6,3,,1.0
2.4023446434296627,mean,6,3,,1.0
31.776151530077062,max,7,3,,1.0
2.482353941133455,mean,7,3,,1.0
31.776151530077062,max,8,3,,1.0
4.271195834920777,mean,8,3,,1.0
31.776151530077062,max,9,3,,1.0
4.993231808274674,mean,9,3,,1.0
42.043505718469774,max,10,3,,1.0
3.867866703579801,mean,10,3,,1.0
42.043505718469774,max,11,3,,1.0
4.58180792125901,mean,11,3,,1.0
42.043505718469774,max,12,3,,1.0
4.755758657713681,mean,12,3,,1.0
42.043505718469774,max,13,3,,1.0
5.950959257390733,mean,13,3,,1.0
42.043505718469774,max,14,3,,1.0
4.6022386543035,mean,14,3,,1.0
42.043505718469774,max,15,3,,1.0
5.0803076081875,mean,15,3,,1.0
42.043505718469774,max,16,3,,1.0
5.323318624206251,mean,16,3,,1.0
42.043505718469774,max,17,3,,1.0
6.380344721086014,mean,17,3,,1.0
42.043505718469774,max,18,3,,1.0
6.954026073772995,mean,18,3,,1.0
42.043505718469774,max,19,3,,1.0
6.316729815383714,mean,19,3,,1.0
3.9522755706481334,max,0,4,,1.0
-5.059878730520908,mean,0,4,,1.0
10.536252074687837,max,1,4,,1.0
-2.3731480087899572,mean,1,4,,1.0
16.038972928578225,max,2,4,,1.0
-2.5975583798127917,mean,2,4,,1.0
23.959461753134278,max,3,4,,1.0
-0.863469833741408,mean,3,4,,1.0
23.959461753134278,max,4,4,,1.0
0.4731601407115541,mean,4,4,,1.0
41.275218065065346,max,5,4,,1.0
2.1990553401002226,mean,5,4,,1.0
41.275218065065346,max,6,4,,1.0
2.686880167031163,mean,6,4,,1.0
41.275218065065346,max,7,4,,1.0
1.4389035525647795,mean,7,4,,1.0
41.275218065065346,max,8,4,,1.0
2.8203608422050777,mean,8,4,,1.0
41.275218065065346,max,9,4,,1.0
1.0999092025136,mean,9,4,,1.0
41.275218065065346,max,10,4,,1.0
3.3518868873973213,mean,10,4,,1.0
41.275218065065346,max,11,4,,1.0
3.869027120328566,mean,11,4,,1.0
41.275218065065346,max,12,4,,1.0
5.350040997128931,mean,12,4,,1.0
41.275218065065346,max,13,4,,1.0
5.375731374472575,mean,13,4,,1.0
41.275218065065346,max,14,4,,1.0
5.63783375060382,mean,14,4,,1.0
41.275218065065346,max,15,4,,1.0
4.051608726586256,mean,15,4,,1.0
41.275218065065346,max,16,4,,1.0
6.514419304472109,mean,16,4,,1.0
47.049307254476616,max,17,4,,1.0
6.071534893248281,mean,17,4,,1.0
47.049307254476616,max,18,4,,1.0
7.921576069156314,mean,18,4,,1.0
47.049307254476616,max,19,4,,1.0
9.944399697707984,mean,19,4,,1.0
9.390054340328565,max,0,5,,1.0
-4.833627524822937,mean,0,5,,1.0
19.58052047493202,max,1,5,,1.0
-2.8580467928265767,mean,1,5,,1.0
24.494367443099573,max,2,5,,1.0
-2.5385460632322054,mean,2,5,,1.0
28.023713517602893,max,3,5,,1.0
0.9728863316647854,mean,3,5,,1.0
34.656756133682975,max,4,5,,1.0
2.28155653602675,mean,4,5,,1.0
34.656756133682975,max,5,5,,1.0
2.8006107025651783,mean,5,5,,1.0
37.00983147970413,max,6,5,,1.0
4.602232979425589,mean,6,5,,1.0
37.00983147970413,max,7,5,,1.0
2.6632551187816715,mean,7,5,,1.0
37.00983147970413,max,8,5,,1.0
3.6185661894318315,mean,8,5,,1.0
37.00983147970413,max,9,5,,1.0
3.5899681348526813,mean,9,5,,1.0
48.25043971782169,max,10,5,,1.0
7.3792209588805004,mean,10,5,,1.0
48.25043971782169,max,11,5,,1.0
3.7201388556494526,mean,11,5,,1.0
48.25043971782169,max,12,5,,1.0
2.650110620821546,mean,12,5,,1.0
48.25043971782169,max,13,5,,1.0
5.370147014845903,mean,13,5,,1.0
48.25043971782169,max,14,5,,1.0
8.098531486278013,mean,14,5,,1.0
48.25043971782169,max,15,5,,1.0
4.643587582492252,mean,15,5,,1.0
48.25043971782169,max,16,5,,1.0
5.742324947919788,mean,16,5,,1.0
48.25043971782169,max,17,5,,1.0
7.183217921574637,mean,17,5,,1.0
48.25043971782169,max,18,5,,1.0
6.869351235877403,mean,18,5,,1.0
48.25043971782169,max,19,5,,1.0
9.927690236478218,mean,19,5,,1.0
16.33160597683868,max,0,6,,1.0
-3.6541558661134927,mean,0,6,,1.0
18.70880575277909,max,1,6,,1.0
-1.6895887771296063,mean,1,6,,1.0
18.70880575277909,max,2,6,,1.0
0.1173910010147639,mean,2,6,,1.0
23.971976393252476,max,3,6,,1.0
1.1128960258544156,mean,3,6,,1.0
34.42956131002839,max,4,6,,1.0
2.2648251509412467,mean,4,6,,1.0
34.42956131002839,max,5,6,,1.0
2.588875887016253,mean,5,6,,1.0
34.42956131002839,max,6,6,,1.0
4.415367641513115,mean,6,6,,1.0
34.42956131002839,max,7,6,,1.0
2.518643559798371,mean,7,6,,1.0
34.42956131002839,max,8,6,,1.0
4.9463495748909745,mean,8,6,,1.0
34.42956131002839,max,9,6,,1.0
5.616225180542643,mean,9,6,,1.0
34.42956131002839,max,10,6,,1.0
4.979182014851359,mean,10,6,,1.0
34.42956131002839,max,11,6,,1.0
4.577330963163209,mean,11,6,,1.0
34.42956131002839,max,12,6,,1.0
5.01644907614375,mean,12,6,,1.0
34.42956131002839,max,13,6,,1.0
6.296178513557319,mean,13,6,,1.0
37.45823662822055,max,14,6,,1.0
4.718975773767956,mean,14,6,,1.0
37.45823662822055,max,15,6,,1.0
6.381749366321669,mean,15,6,,1.0
37.45823662822055,max,16,6,,1.0
6.093576197195678,mean,16,6,,1.0
37.45823662822055,max,17,6,,1.0
7.171219618695227,mean,17,6,,1.0
37.45823662822055,max,18,6,,1.0
10.248829790149891,mean,18,6,,1.0
37.45823662822055,max,19,6,,1.0
9.552354501871541,mean,19,6,,1.0
12.50995690956135,max,0,7,,1.0
-4.613382946609847,mean,0,7,,1.0
12.50995690956135,max,1,7,,1.0
-3.450038488209476,mean,1,7,,1.0
12.50995690956135,max,2,7,,1.0
-3.0505281280638594,mean,2,7,,1.0
16.444129252668912,max,3,7,,1.0
-1.7827709023161713,mean,3,7,,1.0
19.909270227959286,max,4,7,,1.0
-2.1690288908805093,mean,4,7,,1.0
20.901331684597647,max,5,7,,1.0
-1.5612909881241546,mean,5,7,,1.0
28.758241456817245,max,6,7,,1.0
-0.29721219673227656,mean,6,7,,1.0
28.758241456817245,max,7,7,,1.0
-0.981939868341941,mean,7,7,,1.0
28.758241456817245,max,8,7,,1.0
-0.6275918883590779,mean,8,7,,1.0
28.846052796725896,max,9,7,,1.0
2.686406960424072,mean,9,7,,1.0
28.846052796725896,max,10,7,,1.0
2.254814869270982,mean,10,7,,1.0
28.846052796725896,max,11,7,,1.0
1.6750769369690333,mean,11,7,,1.0
38.181995851605336,max,12,7,,1.0
4.488739019450643,mean,12,7,,1.0
