value,metric,gen,run,enemy_group
12.233062305921793,mean,11,5,1
42.93282689154999,max,12,5,1
9.973126712069076,mean,12,5,1
42.93282689154999,max,13,5,1
7.0150773339285015,mean,13,5,1
42.93282689154999,max,14,5,1
7.005427102183596,mean,14,5,1
42.93282689154999,max,15,5,1
11.994419177488467,mean,15,5,1
44.38743574357295,max,16,5,1
11.262473800396002,mean,16,5,1
44.38743574357295,max,17,5,1
11.864702504217881,mean,17,5,1
44.38743574357295,max,18,5,1
14.145231118986432,mean,18,5,1
51.98428147560187,max,19,5,1
10.79905319555501,mean,19,5,1
26.77600634685956,max,0,6,1
-4.980991817838108,mean,0,6,1
26.77600634685956,max,1,6,1
-1.7243304877237207,mean,1,6,1
26.77600634685956,max,2,6,1
2.183429623830601,mean,2,6,1
26.77600634685956,max,3,6,1
1.5105514421493194,mean,3,6,1
28.71457178701342,max,4,6,1
4.7948875607863535,mean,4,6,1
28.71457178701342,max,5,6,1
4.633784375591188,mean,5,6,1
28.83403711835396,max,6,6,1
4.664812661741938,mean,6,6,1
29.785876185824762,max,7,6,1
7.083876034348826,mean,7,6,1
29.785876185824762,max,8,6,1
8.371781486848693,mean,8,6,1
34.01229877288672,max,9,6,1
6.272574367549607,mean,9,6,1
34.01229877288672,max,10,6,1
7.3724763432370874,mean,10,6,1
34.59340904876901,max,11,6,1
7.925257783647166,mean,11,6,1
34.59340904876901,max,12,6,1
9.946041452971079,mean,12,6,1
38.140970956908525,max,13,6,1
9.209605808207092,mean,13,6,1
38.140970956908525,max,14,6,1
9.772644983768169,mean,14,6,1
43.59312116966599,max,15,6,1
9.874009611222224,mean,15,6,1
43.59312116966599,max,16,6,1
11.350774326119742,mean,16,6,1
55.03920273420249,max,17,6,1
7.036391685666791,mean,17,6,1
55.03920273420249,max,18,6,1
9.209642181345725,mean,18,6,1
55.03920273420249,max,19,6,1
10.013419765455119,mean,19,6,1
3.5082649845988882,max,0,7,1
-5.225458836805607,mean,0,7,1
16.108456737680267,max,1,7,1
-3.4129940554982,mean,1,7,1
16.108456737680267,max,2,7,1
-3.488713878898254,mean,2,7,1
16.108456737680267,max,3,7,1
-1.788733995611961,mean,3,7,1
20.121535188186066,max,4,7,1
-0.046720921935410026,mean,4,7,1
31.364438456720556,max,5,7,1
2.661831987721797,mean,5,7,1
31.364438456720556,max,6,7,1
4.328728734530934,mean,6,7,1
35.5935695110831,max,7,7,1
6.189767387726495,mean,7,7,1
35.5935695110831,max,8,7,1
7.363005993481485,mean,8,7,1
36.093891376619084,max,9,7,1
9.525990290788197,mean,9,7,1
36.093891376619084,max,10,7,1
7.491042210127573,mean,10,7,1
42.10443096067653,max,11,7,1
8.830896868658415,mean,11,7,1
42.10443096067653,max,12,7,1
8.636316090042488,mean,12,7,1
42.10443096067653,max,13,7,1
7.661593444320805,mean,13,7,1
42.10443096067653,max,14,7,1
5.351367762675446,mean,14,7,1
42.10443096067653,max,15,7,1
6.46143009811639,mean,15,7,1
42.10443096067653,max,16,7,1
8.529324768833352,mean,16,7,1
42.10443096067653,max,17,7,1
8.62884697157897,mean,17,7,1
42.10443096067653,max,18,7,1
10.873063615450018,mean,18,7,1
42.10443096067653,max,19,7,1
10.906188389946601,mean,19,7,1
24.612294167804805,max,0,8,1
-4.336886431205998,mean,0,8,1
24.612294167804805,max,1,8,1
-1.3992331089349248,mean,1,8,1
24.612294167804805,max,2,8,1
1.159683608055368,mean,2,8,1
24.612294167804805,max,3,8,1
2.9255723257826336,mean,3,8,1
31.928876735289972,max,4,8,1
4.267906225901265,mean,4,8,1
31.928876735289972,max,5,8,1
3.791254953693701,mean,5,8,1
31.928876735289972,max,6,8,1
5.156564560863933,mean,6,8,1
32.99682700613231,max,7,8,1
8.270226061880843,mean,7,8,1
32.99682700613231,max,8,8,1
5.317286733554713,mean,8,8,1
34.757137782550814,max,9,8,1
7.605058617678508,mean,9,8,1
34.757137782550814,max,10,8,1
8.214247292871422,mean,10,8,1
37.10738355973098,max,11,8,1
5.168879930422426,mean,11,8,1
37.10738355973098,max,12,8,1
6.203917504307398,mean,12,8,1
37.10738355973098,max,13,8,1
7.862341337799588,mean,13,8,1
37.10738355973098,max,14,8,1
5.227789124881344,mean,14,8,1
37.10738355973098,max,15,8,1
8.010020566257436,mean,15,8,1
37.10738355973098,max,16,8,1
11.11625546449633,mean,16,8,1
42.46857904795928,max,17,8,1
10.297107954114736,mean,17,8,1
42.46857904795928,max,18,8,1
11.92734241073376,mean,18,8,1
42.46857904795928,max,19,8,1
11.435906047345442,mean,19,8,1
-2.0699190451839016,max,0,9,1
-6.071316280243415,mean,0,9,1
18.416357957722813,max,1,9,1
-3.746956384878216,mean,1,9,1
25.261760119224697,max,2,9,1
-1.4948408571670635,mean,2,9,1
25.261760119224697,max,3,9,1
-2.105527923273442,mean,3,9,1
29.50367653532229,max,4,9,1
-0.17686166295051814,mean,4,9,1
29.50367653532229,max,5,9,1
2.6372048217349757,mean,5,9,1
36.20885364516775,max,6,9,1
2.493232573616598,mean,6,9,1
36.20885364516775,max,7,9,1
3.7455109435508054,mean,7,9,1
40.30329926508146,max,8,9,1
6.275358566012982,mean,8,9,1
40.30329926508146,max,9,9,1
3.6347551913628315,mean,9,9,1
40.30329926508146,max,10,9,1
3.1075148863992967,mean,10,9,1
40.30329926508146,max,11,9,1
2.5273999392957402,mean,11,9,1
58.288906102063336,max,12,9,1
4.462571525808898,mean,12,9,1
58.288906102063336,max,13,9,1
6.189984213879386,mean,13,9,1
58.288906102063336,max,14,9,1
9.059326436095649,mean,14,9,1
58.288906102063336,max,15,9,1
5.632226936630226,mean,15,9,1
58.288906102063336,max,16,9,1
7.588456534667504,mean,16,9,1
58.288906102063336,max,17,9,1
8.296518044907671,mean,17,9,1
58.288906102063336,max,18,9,1
10.569142663626476,mean,18,9,1
58.288906102063336,max,19,9,1
5.624125430717274,mean,19,9,1
